movieId,title,genres
56715,Wristcutters: A Love Story (2006),Drama|Fantasy|Romance
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller
56775,National Treasure: Book of Secrets (2007),Action|Adventure
56782,There Will Be Blood (2007),Drama|Western
56788,Charlie Wilson's War (2007),Comedy|Drama|War
56797,The Train Robbers (1973),Western
56801,AVPR: Aliens vs. Predator - Requiem (2007),Action|Horror|Sci-Fi
56805,Walk Hard: The Dewey Cox Story (2007),Comedy|Musical
56885,The Great Debaters (2007),Drama
56915,The Water Horse: Legend of the Deep (2007),Adventure|Children|Fantasy
56921,Battlestar Galactica: Razor (2007),Action|Drama|Sci-Fi|Thriller
56941,P.S. I Love You (2007),Comedy|Drama|Romance
56949,27 Dresses (2008),Comedy|Romance
57147,Cassandra's Dream (2007),Crime|Drama|Thriller
57223,D-War (Dragon Wars) (2007),Action|Adventure|Drama|Fantasy
57274,[REC] (2007),Drama|Horror|Thriller
57326,In the Name of the King: A Dungeon Siege Tale (2008),Action|Adventure|Fantasy
57353,Flawless (2007),Crime|Drama
57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller
57370,Mad Money (2008),Comedy|Crime|Thriller
57378,The Detonator (2006),Action|Thriller
57401,Cleaner (2007),Crime|Thriller
57476,The Cheyenne Social Club (1970),Comedy|Western
57502,Cat Soup (Nekojiru-so) (2001),Adventure|Animation|Drama|Horror
57504,The Girl Who Leapt Through Time (2006),Animation|Comedy|Drama|Romance|Sci-Fi
57520,One Missed Call (2008),Horror|Mystery|Thriller
57522,First Sunday (2008),Comedy|Crime
57526,Untraceable (2008),Crime|Thriller
57528,Rambo (Rambo 4) (2008),Action|Drama|Thriller|War
57532,Meet the Spartans (2008),Comedy
57534,The Eye (2008),Drama|Horror|Thriller
57536,Strange Wilderness (2008),Comedy
57637,The Signal (2007),Horror|Sci-Fi|Thriller
57640,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi
57669,In Bruges (2008),Comedy|Crime|Drama|Thriller
57695,"Clean, Shaven (1993)",Crime|Drama
57848,Canvas (2006),Drama
57910,Teeth (2007),Comedy|Horror
57951,Fool's Gold (2008),Action|Adventure|Comedy|Romance
58025,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller
58033,Already Dead (2007),Action|Fantasy|Thriller
58047,"Definitely, Maybe (2008)",Comedy|Drama|Romance
58078,The Air I Breathe (2007),Crime|Drama|Romance|Thriller
58084,Street Thief (2006),Crime|Documentary
58103,Vantage Point (2008),Action|Drama|Thriller
58105,The Spiderwick Chronicles (2008),Adventure|Children|Drama|Fantasy|IMAX
58107,Step Up 2 the Streets (2008),Drama|Musical|Romance
58154,The Other Boleyn Girl (2008),Drama|Romance
58156,Semi-Pro (2008),Comedy
58162,Run Fatboy Run (2007),Comedy|Romance
58223,The Method (2005),Drama
58246,Grace Is Gone (2007),Drama
58250,The Marksman (2005),Action|Adventure|Thriller|War
58291,College Road Trip (2008),Comedy
58293,"10,000 BC (2008)",Adventure|Romance|Thriller
58295,The Bank Job (2008),Action|Crime|Thriller
58297,Doomsday (2008),Action|Drama|Sci-Fi|Thriller
58299,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy
58301,Funny Games U.S. (2007),Drama|Thriller
58303,The Counterfeiters (2007),Crime|Drama|War
58306,Mongol (2007),Drama|War
58315,The Love Guru (2008),Comedy
58332,Diary of the Dead (2007),Horror|Sci-Fi
58347,Penelope (2006),Comedy|Fantasy|Romance
58376,Zeitgeist: The Movie (2007),Documentary|War
58418,Then She Found Me (2007),Comedy|Drama|Romance
58425,Heima (2007),Documentary
58432,What Just Happened (2008),Comedy|Drama
58490,Miss Pettigrew Lives for a Day (2008),Comedy|Romance
58492,Snow Angels (2007),Drama
58559,The Dark Knight (2008),Action|Crime|Drama|IMAX
58617,Black Dawn (2005),Action
58627,Never Back Down (2008),Action
58706,"Under the Same Moon (Misma luna, La) (2007)",Drama
58803,21 (2008),Crime|Drama|Romance|Thriller
58806,Smart People (2008),Comedy|Drama|Romance
58876,Stop-Loss (2008),Drama|War
58964,Inside (ÌÛ l'intÌ©rieur) (2007),Horror|Thriller
58972,Nim's Island (2008),Adventure|Comedy|Fantasy
58975,The Ruins (2008),Horror|Thriller
58998,Forgetting Sarah Marshall (2008),Comedy|Romance
59014,Superhero Movie (2008),Action|Comedy|Sci-Fi
59016,Street Kings (2008),Crime|Drama|Thriller
59018,The Visitor (2007),Drama|Romance
59022,Harold & Kumar Escape from Guantanamo Bay (2008),Adventure|Comedy
59026,99 francs (2007),Comedy
59037,Speed Racer (2008),Action|Children|Sci-Fi|IMAX
59065,Chapter 27 (2007),Crime|Drama
59103,The Forbidden Kingdom (2008),Action|Adventure|Comedy|Fantasy
59118,Happy-Go-Lucky (2008),Comedy|Drama
59126,Religulous (2008),Comedy|Documentary
59129,Outpost (2008),Action|Horror
59141,Son of Rambow (2007),Children|Comedy|Drama
59143,Super High Me (2007),Comedy|Documentary
59173,The Killer Elite (1975),Action|Drama|Thriller
59258,Baby Mama (2008),Comedy
59290,Klimt (2006),Drama
59295,Expelled: No Intelligence Allowed (2008),Documentary
59315,Iron Man (2008),Action|Adventure|Sci-Fi
59333,Made of Honor (2008),Comedy|Romance
59336,Redbelt (2008),Action|Drama
59362,Anamorph (2007),Crime|Thriller
59369,Taken (2008),Action|Crime|Drama|Thriller
59376,Hero Wanted (2008),Action|Crime|Drama|Thriller
59387,The Fall (2006),Adventure|Drama|Fantasy
59421,What Happens in Vegas... (2008),Comedy|Romance
59429,American Pie Presents Beta House (American Pie 6: Beta House) (2007),Comedy
59478,The Unknown Soldier (2006),Documentary
59501,The Chronicles of Narnia: Prince Caspian (2008),Adventure|Children|Fantasy
59549,Shelter (2007),Drama|Romance
59594,"War, Inc. (2008)",Comedy|Crime|Thriller
59604,The Girl Next Door (2007),Crime|Drama|Horror|Thriller
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
59709,The Oxford Murders (2007),Crime|Mystery|Romance|Thriller
59715,Shutter (2008),Horror|Mystery|Thriller
59725,Sex and the City (2008),Comedy|Romance
59727,The Strangers (2008),Horror|Thriller
59731,"Bigger, Stronger, Faster* (2008)",Documentary
59738,All the Boys Love Mandy Lane (2006),Horror|Mystery|Thriller
59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
59810,Recount (2008),Drama
59834,100 Rifles (1969),Adventure|War|Western
59900,You Don't Mess with the Zohan (2008),Comedy
59912,My Brother Is an Only Child (Mio fratello Ì¬ figlio unico) (2006),Comedy|Crime|Drama
59915,Stuck (2007),Horror|Thriller
59942,The Lost World (1960),Adventure
59960,Warlock (1959),Romance|Western
59985,Chaos Theory (2007),Comedy|Drama|Romance
59995,Boy A (2007),Crime|Drama
60020,The Warlords (2007),Action|Drama|War
60032,Hounddog (2007),Drama
60037,The Happening (2008),Drama|Sci-Fi|Thriller
60040,The Incredible Hulk (2008),Action|Sci-Fi
60069,WALLåáE (2008),Adventure|Animation|Children|Romance|Sci-Fi
60072,Wanted (2008),Action|Thriller
60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
60126,Get Smart (2008),Action|Comedy
60141,St. Trinian's (2007),Children|Comedy
60161,Futurama: The Beast with a Billion Backs (2008),Action|Animation|Comedy|Romance|Sci-Fi
60189,Archangel (1990),Comedy
60213,David Cross: Let America Laugh (2003),Comedy|Documentary
60286,Finding Amanda (2008),Comedy|Drama
60293,The Wackness (2008),Comedy|Drama|Romance
60338,Dante 01 (2008),Sci-Fi|Thriller
60363,Zombie Strippers! (2008),Comedy|Horror
60365,Frosty the Snowman (1969),Animation|Children|Comedy|Fantasy|Musical
60382,Roman Polanski: Wanted and Desired (2008),Documentary
60397,Mamma Mia! (2008),Comedy|Musical|Romance
60408,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),Comedy
60461,The Home of Dark Butterflies (2008),Drama
60482,Towelhead (a.k.a. Nothing is Private) (2007),Drama
60514,Journey to the Center of the Earth (2008),Action|Adventure|Sci-Fi
60516,Meet Dave (2008),Comedy|Sci-Fi
60522,The Machine Girl (2008),Action|Comedy|Fantasy|Horror|Thriller
60566,Just Another Love Story (KÌ_rlighed pÌ´ film) (2007),Crime|Drama|Thriller
60609,Death Note (2006),Adventure|Crime|Drama|Horror|Mystery
60625,The Tall T (1957),Western
60647,Transsiberian (2008),Crime|Drama|Thriller
60649,Space Chimps (2008),Adventure|Animation|Comedy
60674,Stargate: Continuum (2008),Sci-Fi
60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
60688,Conspiracy (2008),Action|Drama|Mystery|Thriller|War
60735,Shotgun Stories (2007),Drama|Thriller
60745,Blast of Silence (1961),Crime|Drama|Thriller
60753,Felon (2008),Crime|Drama
60756,Step Brothers (2008),Comedy
60760,The X-Files: I Want to Believe (2008),Drama|Mystery|Sci-Fi|Thriller
60766,Man on Wire (2008),Documentary
60818,Hogfather (Terry Pratchett's Hogfather) (2006),Adventure|Fantasy|Thriller
60825,Mulberry Street (2006),Action|Horror|Thriller
60937,The Mummy: Tomb of the Dragon Emperor (2008),Action|Adventure|Fantasy|Thriller
60941,The Midnight Meat Train (2008),Horror|Mystery|Thriller
60943,Frozen River (2008),Drama
60946,Sixty Six (2006),Comedy|Drama
60948,Bottle Shock (2008),Drama
60950,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance
60979,Batman: Gotham Knight (2008),Action|Animation|Crime
61024,Pineapple Express (2008),Action|Comedy|Crime
61075,Elegy (2008),Drama|Romance
61132,Tropic Thunder (2008),Action|Adventure|Comedy|War
61136,The Objective (2008),Horror|Sci-Fi|Thriller|War
61160,Star Wars: The Clone Wars (2008),Action|Adventure|Animation|Sci-Fi
61206,In the City of Sylvia (En la ciudad de Sylvia) (2007),Drama
61210,Mutant Chronicles (2008),Action|Adventure|Sci-Fi
61236,Waltz with Bashir (Vals im Bashir) (2008),Animation|Documentary|Drama|War
61240,Let the Right One In (LÌ´t den rÌ_tte komma in) (2008),Drama|Fantasy|Horror|Romance
61246,Hamlet 2 (2008),Comedy
61248,Death Race (2008),Action|Adventure|Sci-Fi|Thriller
61250,The House Bunny (2008),Comedy
61262,Mirrors (2008),Horror|Mystery|Thriller
61323,Burn After Reading (2008),Comedy|Crime|Drama
61350,Babylon A.D. (2008),Action|Adventure|Sci-Fi|Thriller
61352,Traitor (2008),Crime|Drama|Thriller
61394,The Onion Movie (2008),Comedy
61406,John Adams (2008),Drama
61465,Bangkok Dangerous (2008),Action|Crime|Thriller
61692,Altered (2006),Horror|Sci-Fi|Thriller
61697,Righteous Kill (2008),Crime|Mystery|Thriller
61729,Ghost Town (2008),Comedy|Fantasy|Romance
61742,Maradona by Kusturica (2008),Documentary
61948,100 Feet (2008),Horror|Thriller
61986,Appaloosa (2008),Western
61991,Miracle at St. Anna (2008),Drama|Mystery|War
62049,1984 (1956),Drama|Sci-Fi
62081,Eagle Eye (2008),Action|Crime|Thriller|IMAX
62113,How to Lose Friends & Alienate People (2008),Comedy
62137,Nights in Rodanthe (2008),Drama|Romance
62155,Nick and Norah's Infinite Playlist (2008),Comedy|Drama|Romance
62198,Marjoe (1972),Documentary
62203,Martyrs (2008),Horror
62235,Red (2008),Drama|Thriller
62250,Gomorrah (Gomorra) (2008),Crime|Drama
62293,The Duchess (2008),Drama|Romance
62336,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi
62344,Rachel Getting Married (2008),Drama|Romance
62374,Body of Lies (2008),Action|Drama|Thriller
62376,City of Ember (2008),Adventure|Children|Sci-Fi
62378,Magicians (2007),Comedy
62394,Max Payne (2008),Action|Crime|Drama|Thriller
62434,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance
62437,W. (2008),Drama
62439,My Best Friend's Girl (2008),Comedy|Romance
62511,"Synecdoche, New York (2008)",Comedy|Drama
62553,The Secret Life of Bees (2008),Drama
62586,A American Carol (2008),Comedy|Fantasy
62644,The Wave (2008),Drama
62718,"Angus, Thongs and Perfect Snogging (2008)",Comedy|Romance
62733,Quarantine (2008),Drama|Horror|Mystery|Thriller
62792,Pride and Glory (2008),Crime|Drama
62849,RocknRolla (2008),Action|Crime
62912,High School Musical 3: Senior Year (2008),Musical
62953,Resistance (2003),Drama|Romance|War
62956,Futurama: Bender's Game (2008),Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi
62972,Into the West (2005),Adventure|Drama|Western
62999,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX
63033,Blindness (2008),Drama|Mystery|Romance|Thriller
63062,Changeling (2008),Crime|Drama|Mystery
63072,The Road (2009),Adventure|Drama|Thriller
63082,Slumdog Millionaire (2008),Crime|Drama|Romance
63113,Quantum of Solace (2008),Action|Adventure|Thriller
63131,Role Models (2008),Comedy
63222,JCVD (2008),Action|Drama|Thriller
63239,Cinderella (1997),Children|Fantasy|Musical|Romance
63312,Krabat (2008),Drama|Fantasy
63433,Farscape: The Peacekeeper Wars (2004),Action|Adventure|Sci-Fi
63436,Saw V (2008),Crime|Horror|Thriller
63446,A Christmas Tale (2008),Comedy|Drama
63483,While She Was Out (2008),Thriller
63515,The Island (2006),Drama|Mystery
63540,Beverly Hills Chihuahua (2008),Adventure|Children|Comedy
63788,The Dirty Dozen: Next Mission (1985),Action|War
63836,The Manson Family (2003),Crime|Drama|Horror
63853,Australia (2008),Adventure|Drama|War|Western
63859,Bolt (2008),Action|Adventure|Animation|Children|Comedy
63876,Milk (2008),Drama
63992,Twilight (2008),Drama|Fantasy|Romance|Thriller
64010,The Children (2008),Horror
64030,Transporter 3 (2008),Action|Adventure|Crime|Thriller
64034,The Boy in the Striped Pajamas (2008),Drama|War
64114,Fireproof (2008),Drama|Romance
64116,Igor (2008),Animation|Comedy
64229,Cadillac Records (2008),Drama|Musical
64231,Punisher: War Zone (2008),Action|Crime|Drama|Thriller
64278,The Pervert's Guide to Cinema (2006),Documentary
64285,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),Animation|Comedy
64497,The Day the Earth Stood Still (2008),Drama|Sci-Fi|Thriller|IMAX
64499,Che: Part One (2008),Drama|War
64508,Starship Troopers 3: Marauder (2008),Action|Sci-Fi|War
64517,I Am the Law (1938),Crime|Drama
64575,Doubt (2008),Drama|Mystery
64614,Gran Torino (2008),Crime|Drama
64620,Frost/Nixon (2008),Drama
64622,The Reader (2008),Drama|Romance
64701,I've Loved You So Long (Il y a longtemps que je t'aime) (2008),Drama|Mystery
64716,Seven Pounds (2008),Drama
64839,The Wrestler (2008),Drama
64953,The Dirty Dozen (1988),Action|Adventure|War
64957,The Curious Case of Benjamin Button (2008),Drama|Fantasy|Mystery|Romance
64969,Yes Man (2008),Comedy
64983,Valkyrie (2008),Drama|Thriller|War
64993,5 Centimeters per Second (ByÌ«soku 5 senchimÌ»toru) (2007),Animation|Drama|Romance
64997,War of the Worlds (2005),Action|Sci-Fi
65126,Choke (2008),Comedy|Drama
65130,Revolutionary Road (2008),Drama|Romance
65133,Blackadder Back & Forth (1999),Comedy
65135,Blackadder's Christmas Carol (1988),Comedy
65188,Dear Zachary: A Letter to a Son About His Father (2008),Documentary
65193,Wild Child (2008),Drama|Romance
65216,Defiance (2008),Drama|Thriller|War
65225,Zeitgeist: Addendum (2008),Documentary
65230,Marley & Me (2008),Comedy|Drama
65256,Jesse Stone: Night Passage (2006),Crime|Drama|Mystery
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
65310,Poultrygeist: Night of the Chicken Dead (2006),Comedy|Horror|Musical
65418,Wendy and Lucy (2008),Drama
65465,Last Chance Harvey (2008),Drama|Romance
65514,Ip Man (2008),Action|Drama|War
65567,Passengers (2008),Drama|Mystery|Thriller
65585,Bride Wars (2009),Comedy|Romance
65588,The Gamers (2008),Action|Adventure|Comedy|Fantasy
65596,Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller
65612,Castaway (1986),Adventure|Drama
65642,"Timecrimes (CronocrÌ_menes, Los) (2007)",Sci-Fi|Thriller
65667,Punk's Not Dead (2007),Documentary
65682,Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller
65696,Gun the Man Down (1956),Western
65702,"War Comes to America (Why We Fight, 7) (1945)",Documentary|War
65709,This Filthy World (2006),Comedy|Documentary
65738,Revenge of the Nerds III: The Next Generation (1992),Comedy
65740,Revenge of the Nerds IV: Nerds in Love (1994),Comedy|Romance
65772,The Lazarus Project (2008),Drama|Thriller
65802,Paul Blart: Mall Cop (2009),Action|Comedy|Crime
65813,The Unborn (2009),Horror|Mystery|Thriller
65868,Repo! The Genetic Opera (2008),Fantasy|Horror|Musical
65882,The Uninvited (2009),Drama|Horror|Mystery|Thriller
65932,Blue (1968),Romance|Western
65982,Outlander (2008),Action|Adventure|Sci-Fi
66066,The Grudge 3 (2009),Horror
66097,Coraline (2009),Animation|Fantasy|Thriller
66198,The International (2009),Drama|Thriller
66200,Two Lovers (2008),Drama|Romance
66203,He's Just Not That Into You (2009),Comedy|Drama|Romance
66246,Numbskull Emptybrook (Uuno Turhapuro) (1973),Comedy
66279,Husbands (1970),Drama
66297,Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi
66304,Hotel for Dogs (2009),Adventure|Children|Comedy
66310,FrontiÌ¬re(s) (2007),Drama|Horror|Thriller
66371,Departures (Okuribito) (2008),Drama
66427,My Name Is Bruce (2007),Comedy|Horror
66472,The Way of War (2009),Action|Thriller
66509,Funny People (2009),Comedy|Drama
66517,Against the Dark (2009),Action|Horror
66544,Nuremberg (2000),Drama|War
66584,Pistol Whipped (2008),Action|Drama
66620,The Gunfight at Dodge City (1959),Western
66639,Street Fighter: The Legend of Chun-Li (2009),Action|Adventure|Sci-Fi|Thriller
66665,Away We Go (2009),Comedy|Drama|Romance
66691,The Thick as Thieves (a.k.a. Code (2009),Crime
66762,Paris (2008),Comedy|Drama|Romance
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western
66902,Shadow Man (2006),Action
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
66941,Today You Die (2005),Action|Crime
67087,"I Love You, Man (2009)",Comedy
67186,The Haunting in Connecticut (2009),Horror|Thriller
67193,Duplicity (2009),Crime|Romance|Thriller
67197,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller
67223,Sugar (2008),Drama
67255,The Girl with the Dragon Tattoo (2009),Crime|Drama|Mystery|Thriller
67267,Sunshine Cleaning (2008),Comedy|Drama
67295,Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy
67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX
67429,Sita Sings the Blues (2008),Animation|Musical
67508,"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller
67534,Big Stan (2007),Comedy
67618,Strictly Sexual (2008),Comedy|Drama|Romance
67620,Nothing But the Truth (2008),Drama|Thriller
67665,Anvil! The Story of Anvil (2008),Documentary|Musical
67695,Observe and Report (2009),Action|Comedy
67734,Adventureland (2009),Comedy|Drama
67788,Confessions of a Shopaholic (2009),Comedy|Romance
67799,The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller
67876,Kansas Raiders (1950),Action|Adventure|Western
67898,The Gravedancers (2006),Horror|Thriller
67923,The Fast & Furious (Fast and the Furious 4 (2009),Action|Crime|Drama|Thriller
67997,In the Loop (2009),Comedy
68067,Escape from Fort Bravo (1953),Western
68069,Ride Lonesome (1959),Western
68073,The Boat That Rocked (2009),Comedy|Drama
68099,Apollo 13: To the Edge and Back (1994),Documentary
68135,17 Again (2009),Comedy|Drama
68157,Inglourious Basterds (2009),Action|Drama|War
68159,State of Play (2009),Crime|Drama|Thriller
68194,The Damned United (2009),Drama
68205,Crank: High Voltage (2009),Action|Comedy|Crime
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
68263,Mammoth (Mammut) (2009),Drama
68269,The Young Victoria (2009),Drama|Romance
68288,The Informers (2008),Crime|Drama|Thriller
68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller
68324,The Girlfriend Experience (2009),Drama
68347,Sin Nombre (2009),Crime|Drama|Thriller
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
68444,The Great Buck Howard (2008),Comedy
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War
68513,Wild Things: Diamonds in the Rough (2005),Mystery|Thriller
68522,Earth (2007),Documentary
68536,Stanley Kubrick: A Life in Pictures (2001),Documentary
68552,Crossing Over (2009),Drama
68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller
68650,Powder Blue (2009),Drama
68659,Fanboys (2008),Adventure|Comedy|Drama
68662,Folks! (1992),Comedy
68685,Incendiary (2008),Drama|Mystery|Romance|Thriller
68749,Management (2008),Comedy|Romance
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller
68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX
68843,Lesbian Vampire Killers (2009),Action|Comedy|Horror
68848,The Brothers Bloom (2008),Adventure|Comedy|Crime|Romance
68932,The Soloist (2009),Drama|Musical
68941,The Last House on the Left (2009),Drama|Horror|Thriller
68952,Drag Me to Hell (2009),Comedy|Horror
68954,Up (2009),Adventure|Animation|Children|Drama
69042,Flash Gordon's Trip to Mars (1938),Action|Sci-Fi
69069,Fired Up (2009),Comedy
69122,The Hangover (2009),Comedy|Crime
69134,Antichrist (2009),Drama|Fantasy
69253,New in Town (2009),Comedy|Romance
69275,Dead Snow (DÌüd snÌü) (2009),Action|Adventure|Comedy|Horror
69278,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi
69306,The Taking of Pelham 1 2 3 (2009),Crime|Drama|Thriller
69356,Zulu Dawn (1979),Action|Drama|Thriller|War
69394,The Stoning of Soraya M. (2008),Crime|Drama
69406,The Proposal (2009),Comedy|Romance
69436,Year One (2009),Adventure|Comedy
69466,The Alibi (2006),Comedy|Drama|Romance
69481,The Hurt Locker (2008),Action|Drama|Thriller|War
69506,Luther the Geek (1990),Horror
69516,The Limits of Control (2009),Crime|Drama|Film-Noir
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX
69529,Home (2009),Documentary
69574,Phoebe in Wonderland (2008),Drama|Fantasy
69604,Whatever Works (2009),Comedy|Romance
69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance
69640,Public Enemies (2009),Crime|Drama|Thriller
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance
69674,The Mob (1951),Crime|Drama|Film-Noir
69685,Daria: Is It College Yet? (2002),Animation|Comedy
69712,My Sister's Keeper (2009),Drama
69757,(500) Days of Summer (2009),Comedy|Drama|Romance
69784,BrÌ_no (Bruno) (2009),Comedy
69792,Madigan (1968),Crime|Drama
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
69849,Roots (1977),Drama|War
69945,The Fast and the Furious (1955),Crime|Mystery
69951,The Imaginarium of Doctor Parnassus (2009),Drama|Fantasy
70159,Orphan (2009),Drama|Horror|Mystery|Thriller
70183,The Ugly Truth (2009),Comedy|Drama|Romance
70206,The Collector (2009),Crime|Horror|Thriller
70208,A Perfect Getaway (2009),Horror|Thriller
70282,Aliens in the Attic (2009),Adventure|Children|Fantasy|Sci-Fi
70286,District 9 (2009),Mystery|Sci-Fi|Thriller
70293,Julie & Julia (2009),Comedy|Drama|Romance
70334,Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller
70410,The Killing Room (2009),Drama|Mystery|Thriller
70432,Fail Safe (2000),Drama|Thriller
70451,Max Manus (2008),Action|Drama|War
70559,The Line (2008),Action|Crime|Drama|Thriller
70562,The Ramen Girl (2008),Comedy|Drama|Romance
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy
70567,Adam (2009),Drama|Romance
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance
70695,The Haunting of Molly Hartley (2008),Drama|Horror|Thriller
70708,Tetro (2009),Drama|Mystery
70728,Bronson (2009),Action|Comedy|Drama|Thriller
70769,If Only (2004),Drama|Fantasy|Romance|Thriller
70846,Lorna's Silence (Le silence de Lorna) (2008),Drama
70862,It Might Get Loud (2008),Documentary
70914,Long John Silver (1954),Action|Adventure
70946,Troll 2 (1990),Fantasy|Horror
70992,Cargo 200 (Gruz 200) (2007),Drama
70994,Halloween II (2009),Horror|Thriller
71033,The Secret in Their Eyes (2009),Crime|Drama|Mystery|Romance|Thriller
71057,9 (2009),Adventure|Animation|Sci-Fi
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi
71108,The White Ribbon (2009),Drama|Mystery
71129,Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi
71131,The Most Hated Family in America (2007),Documentary
71135,Pandorum (2009),Horror|Sci-Fi|Thriller
71156,The Men Who Stare at Goats (2009),Action|Comedy|Drama
71205,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller
71211,The Informant! (2009),Comedy|Crime|Drama|Thriller
71252,The Final Destination (2009),Horror|Thriller
71254,Gamer (2009),Action|Sci-Fi|Thriller
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX
71282,"Food, Inc. (2008)",Documentary
71304,Thirst (Bakjwi) (2009),Drama|Horror
71372,Hellraiser: Deader (2005),Horror
71374,Hellraiser: Hellworld (2005),Horror
71379,Paranormal Activity (2009),Horror|Thriller
71390,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",Documentary
71450,Capitalism: A Love Story (2009),Documentary
71462,The Cove (2009),Documentary
71464,A Serious Man (2009),Comedy|Drama
71466,City Island (2009),Comedy|Drama
71494,The Haunted World of El Superbeasto (2009),Action|Animation|Comedy|Horror|Thriller
71500,Trick 'r Treat (2007),Comedy|Horror|Thriller
71518,Whip It (2009),Comedy|Drama
71520,The Invention of Lying (2009),Comedy
71530,Surrogates (2009),Action|Sci-Fi|Thriller
71535,Zombieland (2009),Action|Comedy|Horror
71545,Paris Trout (1991),Drama
71573,Whiteout (2009),Action|Crime|Drama|Mystery|Thriller
71575,Rudo y Cursi (Rough and Vulgar) (2008),Comedy|Drama
71579,A Education (2009),Drama|Romance
71668,Couples Retreat (2009),Comedy|Romance
71670,All About Steve (2009),Comedy
71700,Deadgirl (2008),Horror
71745,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX
71810,Legionnaire (1998),Action|Adventure|Drama|War
71838,Law Abiding Citizen (2009),Drama|Thriller
71876,Amelia (2009),Drama
71878,The Stepfather (2009),Horror|Thriller
71899,Mary and Max (2009),Animation|Comedy|Drama
71928,Cairo Time (2009),Drama|Romance
71933,The 7th Dawn (1964),Adventure|Drama|War
72011,Up in the Air (2009),Drama|Romance
72041,Tormented (2009),Comedy|Horror
72113,Is Anybody There? (2008),Drama
72117,"MisÌ©rables, Les (1935)",Drama|Romance
72129,Saw VI (2009),Crime|Horror|Mystery|Thriller
72131,Michael Jackson's This Is It (2009),Documentary|Musical|IMAX
72163,40 Guns to Apache Pass (1967),Adventure|Romance|Western
72167,The Boondock Saints II: All Saints Day (2009),Action|Crime|Drama|Thriller
72171,Black Dynamite (2009),Action|Comedy
72176,Big Fan (2009),Comedy|Crime|Drama
